Language	Level	Type	Code	Name
psa	3	I	psa	Asue Awyu
psc	1	G	sgn	sign languages
psc	2	I	psc	Persian Sign Language
psd	1	G	sgn	sign languages
psd	2	I	psd	Plains Indian Sign Language
pse	1	G	map	Austronesian
pse	2	I	pse	Central Malay
psg	1	G	sgn	sign languages
psg	2	I	psg	Penang Sign Language
psh	1	G	ine	Indo-European
psh	2	G	iir	Indo-Iranian
psh	3	G	inc	Indic
psh	4	I	psh	Southwest Pashayi
psi	1	G	ine	Indo-European
psi	2	G	iir	Indo-Iranian
psi	3	G	inc	Indic
psi	4	I	psi	Southeast Pashayi
psl	1	G	sgn	sign languages
psl	2	I	psl	Puerto Rican Sign Language
psm	1	G	sai	South American Indian
psm	2	I	psm	Pauserna
psn	1	G	map	Austronesian
psn	2	I	psn	Panasuan
pso	1	G	sgn	sign languages
pso	2	I	pso	Polish Sign Language
psp	1	G	sgn	sign languages
psp	2	I	psp	Philippine Sign Language
psr	1	G	sgn	sign languages
psr	2	I	psr	Portuguese Sign Language
pss	1	G	map	Austronesian
pss	2	G	poz	Malayo-Polynesian
pss	3	G	pqe	Eastern Malayo-Polynesian
pss	4	I	pss	Kaulong
pst	1	G	ine	Indo-European
pst	2	G	iir	Indo-Iranian
pst	3	G	ira	Iranian
pst	4	M	pus	Pushto
pst	5	I	pst	Central Pashto
psw	1	G	map	Austronesian
psw	2	G	poz	Malayo-Polynesian
psw	3	G	pqe	Eastern Malayo-Polynesian
psw	4	I	psw	Port Sandwich
pta	1	G	sai	South American Indian
pta	2	I	pta	Pai Tavytera
pti	1	G	aus	Australian
pti	2	I	pti	Pintiini
ptn	1	G	map	Austronesian
ptn	2	G	poz	Malayo-Polynesian
ptn	3	G	pqe	Eastern Malayo-Polynesian
ptn	4	I	ptn	Patani
pto	1	G	sai	South American Indian
pto	2	I	pto	Zo'é
ptp	1	G	map	Austronesian
ptp	2	G	poz	Malayo-Polynesian
ptp	3	G	pqe	Eastern Malayo-Polynesian
ptp	4	I	ptp	Patep
ptr	1	G	map	Austronesian
ptr	2	G	poz	Malayo-Polynesian
ptr	3	G	pqe	Eastern Malayo-Polynesian
ptr	4	I	ptr	Piamatsina
ptt	1	G	map	Austronesian
ptt	2	I	ptt	Enrekang
ptu	1	G	map	Austronesian
ptu	2	I	ptu	Bambam
ptv	1	G	map	Austronesian
ptv	2	G	poz	Malayo-Polynesian
ptv	3	G	pqe	Eastern Malayo-Polynesian
ptv	4	I	ptv	Port Vato
ptw	1	G	nai	North American Indian
ptw	2	G	sal	Salishan
ptw	3	I	ptw	Pentlatch
pub	1	G	sit	Sino-Tibetan
pub	2	G	tbq	Tibeto-Burman
pub	3	I	pub	Purum
puc	1	G	map	Austronesian
puc	2	I	puc	Punan Merap
pud	1	G	map	Austronesian
pud	2	I	pud	Punan Aput
puf	1	G	map	Austronesian
puf	2	I	puf	Punan Merah
pug	1	G	nic	Niger-Kordofanian
pug	2	G	alv	Atlantic-Congo
pug	3	I	pug	Phuie
puj	1	G	map	Austronesian
puj	2	I	puj	Punan Tubu
puk	1	G	tai	Tai
puk	2	I	puk	Pu Ko
pum	1	G	sit	Sino-Tibetan
pum	2	G	tbq	Tibeto-Burman
pum	3	I	pum	Puma
pun	1	G	map	Austronesian
pun	2	I	pun	Pubian
puo	1	G	aav	Austro-Asiatic
puo	2	G	mkh	Mon-Khmer
puo	3	I	puo	Puoc
pup	1	G	paa	Papuan
pup	2	G	ngf	Trans-New Guinea
pup	3	I	pup	Pulabu
pur	1	G	sai	South American Indian
pur	2	I	pur	Puruborá
put	1	G	map	Austronesian
put	2	I	put	Putoh
puu	1	G	nic	Niger-Kordofanian
puu	2	G	alv	Atlantic-Congo
puu	3	G	bnt	Bantu
puu	4	I	puu	Punu
puw	1	G	map	Austronesian
puw	2	G	poz	Malayo-Polynesian
puw	3	G	pqe	Eastern Malayo-Polynesian
puw	4	I	puw	Puluwatese
pux	1	G	paa	Papuan
pux	2	I	pux	Puare
puy	1	G	nai	North American Indian
puy	2	I	puy	Purisimeño
puz	1	G	sit	Sino-Tibetan
puz	2	G	tbq	Tibeto-Burman
puz	3	I	puz	Purum Naga
pwa	1	G	paa	Papuan
pwa	2	G	ngf	Trans-New Guinea
pwa	3	I	pwa	Pawaia
pwg	1	G	map	Austronesian
pwg	2	G	poz	Malayo-Polynesian
pwg	3	G	pqe	Eastern Malayo-Polynesian
pwg	4	I	pwg	Gapapaiwa
pwm	1	G	map	Austronesian
pwm	2	G	poz	Malayo-Polynesian
pwm	3	G	pqw	Western Malayo-Polynesian
pwm	4	G	phi	Philippine
pwm	5	I	pwm	Molbog
pwn	1	G	map	Austronesian
pwn	2	I	pwn	Paiwan
pwo	1	G	sit	Sino-Tibetan
pwo	2	G	tbq	Tibeto-Burman
pwo	3	G	kar	Karen
pwo	4	I	pwo	Pwo Western Karen
pwr	1	G	ine	Indo-European
pwr	2	G	iir	Indo-Iranian
pwr	3	G	inc	Indic
pwr	4	I	pwr	Powari
pww	1	G	sit	Sino-Tibetan
pww	2	G	tbq	Tibeto-Burman
pww	3	G	kar	Karen
pww	4	I	pww	Pwo Northern Karen
pye	1	G	nic	Niger-Kordofanian
pye	2	G	alv	Atlantic-Congo
pye	3	G	kro	Kru
pye	4	M	grb	Grebo
pye	5	I	pye	Pye Krumen
pym	1	G	nic	Niger-Kordofanian
pym	2	G	alv	Atlantic-Congo
pym	3	I	pym	Fyam
pyn	1	G	sai	South American Indian
pyn	2	I	pyn	Poyanáwa
pyu	1	G	map	Austronesian
pyu	2	I	pyu	Puyuma
pyy	1	G	sit	Sino-Tibetan
pyy	2	G	tbq	Tibeto-Burman
pyy	3	I	pyy	Pyen
pzn	1	G	sit	Sino-Tibetan
pzn	2	I	pzn	Para Naga
qua	1	G	nai	North American Indian
qua	2	G	sio	Siouan
qua	3	I	qua	Quapaw
qub	1	G	sai	South American Indian
qub	2	G	qwe	Quechuan (family)
qub	3	M	que	Quechua
qub	4	I	qub	Huallaga Huánuco Quechua
quc	1	G	cai	Central American Indian
quc	2	G	myn	Mayan
quc	3	I	quc	K'iche'
qud	1	G	sai	South American Indian
qud	2	G	qwe	Quechuan (family)
qud	3	M	que	Quechua
qud	4	I	qud	Calderón Highland Quichua
quf	1	G	sai	South American Indian
quf	2	G	qwe	Quechuan (family)
quf	3	M	que	Quechua
quf	4	I	quf	Lambayeque Quechua
qug	1	G	sai	South American Indian
qug	2	G	qwe	Quechuan (family)
qug	3	M	que	Quechua
qug	4	I	qug	Chimborazo Highland Quichua
quh	1	G	sai	South American Indian
quh	2	G	qwe	Quechuan (family)
quh	3	M	que	Quechua
quh	4	I	quh	South Bolivian Quechua
qui	1	G	nai	North American Indian
qui	2	I	qui	Quileute
quj	1	G	cai	Central American Indian
quj	2	G	myn	Mayan
quj	3	I	quj	Joyabaj Quiché
quk	1	G	sai	South American Indian
quk	2	G	qwe	Quechuan (family)
quk	3	M	que	Quechua
quk	4	I	quk	Chachapoyas Quechua
qul	1	G	sai	South American Indian
qul	2	G	qwe	Quechuan (family)
qul	3	M	que	Quechua
qul	4	I	qul	North Bolivian Quechua
qum	1	G	cai	Central American Indian
qum	2	G	myn	Mayan
qum	3	I	qum	Sipacapense
qun	1	G	nai	North American Indian
qun	2	G	sal	Salishan
qun	3	I	qun	Quinault
qup	1	G	sai	South American Indian
qup	2	G	qwe	Quechuan (family)
qup	3	M	que	Quechua
qup	4	I	qup	Southern Pastaza Quechua
qur	1	G	sai	South American Indian
qur	2	G	qwe	Quechuan (family)
qur	3	M	que	Quechua
qur	4	I	qur	Yanahuanca Pasco Quechua
qus	1	G	sai	South American Indian
qus	2	G	qwe	Quechuan (family)
qus	3	M	que	Quechua
qus	4	I	qus	Santiago del Estero Quichua
qut	1	G	cai	Central American Indian
qut	2	G	myn	Mayan
qut	3	I	qut	West Central Quiché
quu	1	G	cai	Central American Indian
quu	2	G	myn	Mayan
quu	3	I	quu	Eastern Quiché
quv	1	G	cai	Central American Indian
quv	2	G	myn	Mayan
quv	3	I	quv	Sacapulteco
quw	1	G	sai	South American Indian
quw	2	G	qwe	Quechuan (family)
quw	3	M	que	Quechua
quw	4	I	quw	Tena Lowland Quichua
qux	1	G	sai	South American Indian
qux	2	G	qwe	Quechuan (family)
qux	3	M	que	Quechua
qux	4	I	qux	Yauyos Quechua
quy	1	G	sai	South American Indian
quy	2	G	qwe	Quechuan (family)
quy	3	M	que	Quechua
quy	4	I	quy	Ayacucho Quechua
quz	1	G	sai	South American Indian
quz	2	G	qwe	Quechuan (family)
quz	3	M	que	Quechua
quz	4	I	quz	Cusco Quechua
qva	1	G	sai	South American Indian
qva	2	G	qwe	Quechuan (family)
qva	3	M	que	Quechua
qva	4	I	qva	Ambo-Pasco Quechua
qvc	1	G	sai	South American Indian
qvc	2	G	qwe	Quechuan (family)
qvc	3	M	que	Quechua
qvc	4	I	qvc	Cajamarca Quechua
qve	1	G	sai	South American Indian
qve	2	G	qwe	Quechuan (family)
qve	3	M	que	Quechua
qve	4	I	qve	Eastern Apurímac Quechua
qvh	1	G	sai	South American Indian
qvh	2	G	qwe	Quechuan (family)
qvh	3	M	que	Quechua
qvh	4	I	qvh	Huamalíes-Dos de Mayo Huánuco Quechua
qvi	1	G	sai	South American Indian
qvi	2	G	qwe	Quechuan (family)
qvi	3	M	que	Quechua
qvi	4	I	qvi	Imbabura Highland Quichua
qvj	1	G	sai	South American Indian
qvj	2	G	qwe	Quechuan (family)
qvj	3	M	que	Quechua
qvj	4	I	qvj	Loja Highland Quichua
qvl	1	G	sai	South American Indian
qvl	2	G	qwe	Quechuan (family)
qvl	3	M	que	Quechua
qvl	4	I	qvl	Cajatambo North Lima Quechua
qvm	1	G	sai	South American Indian
qvm	2	G	qwe	Quechuan (family)
qvm	3	M	que	Quechua
qvm	4	I	qvm	Margos-Yarowilca-Lauricocha Quechua
qvn	1	G	sai	South American Indian
qvn	2	G	qwe	Quechuan (family)
qvn	3	M	que	Quechua
qvn	4	I	qvn	North Junín Quechua
qvo	1	G	sai	South American Indian
qvo	2	G	qwe	Quechuan (family)
qvo	3	M	que	Quechua
qvo	4	I	qvo	Napo Lowland Quechua
qvp	1	G	sai	South American Indian
qvp	2	G	qwe	Quechuan (family)
qvp	3	M	que	Quechua
qvp	4	I	qvp	Pacaraos Quechua
qvs	1	G	sai	South American Indian
qvs	2	G	qwe	Quechuan (family)
qvs	3	M	que	Quechua
qvs	4	I	qvs	San Martín Quechua
qvw	1	G	sai	South American Indian
qvw	2	G	qwe	Quechuan (family)
qvw	3	M	que	Quechua
qvw	4	I	qvw	Huaylla Wanca Quechua
qvy	1	G	sit	Sino-Tibetan
qvy	2	G	tbq	Tibeto-Burman
qvy	3	I	qvy	Queyu
qvz	1	G	sai	South American Indian
qvz	2	G	qwe	Quechuan (family)
qvz	3	M	que	Quechua
qvz	4	I	qvz	Northern Pastaza Quichua
qwa	1	G	sai	South American Indian
qwa	2	G	qwe	Quechuan (family)
qwa	3	M	que	Quechua
qwa	4	I	qwa	Corongo Ancash Quechua
qwc	1	G	sai	South American Indian
qwc	2	G	qwe	Quechuan (family)
qwc	3	M	que	Quechua
qwc	4	I	qwc	Classical Quechua
qwh	1	G	sai	South American Indian
qwh	2	G	qwe	Quechuan (family)
qwh	3	M	que	Quechua
qwh	4	I	qwh	Huaylas Ancash Quechua
qws	1	G	sai	South American Indian
qws	2	G	qwe	Quechuan (family)
qws	3	M	que	Quechua
qws	4	I	qws	Sihuas Ancash Quechua
qxa	1	G	sai	South American Indian
qxa	2	G	qwe	Quechuan (family)
qxa	3	M	que	Quechua
qxa	4	I	qxa	Chiquián Ancash Quechua
qxc	1	G	sai	South American Indian
qxc	2	G	qwe	Quechuan (family)
qxc	3	M	que	Quechua
qxc	4	I	qxc	Chincha Quechua
qxh	1	G	sai	South American Indian
qxh	2	G	qwe	Quechuan (family)
qxh	3	M	que	Quechua
qxh	4	I	qxh	Panao Huánuco Quechua
qxi	1	G	cai	Central American Indian
qxi	2	G	myn	Mayan
qxi	3	I	qxi	San Andrés Quiché
qxl	1	G	sai	South American Indian
qxl	2	G	qwe	Quechuan (family)
qxl	3	M	que	Quechua
qxl	4	I	qxl	Salasaca Highland Quichua
qxn	1	G	sai	South American Indian
qxn	2	G	qwe	Quechuan (family)
qxn	3	M	que	Quechua
qxn	4	I	qxn	Northern Conchucos Ancash Quechua
qxo	1	G	sai	South American Indian
qxo	2	G	qwe	Quechuan (family)
qxo	3	M	que	Quechua
qxo	4	I	qxo	Southern Conchucos Ancash Quechua
qxp	1	G	sai	South American Indian
qxp	2	G	qwe	Quechuan (family)
qxp	3	M	que	Quechua
qxp	4	I	qxp	Puno Quechua
qxq	1	G	tut	Altaic
qxq	2	I	qxq	Qashqa'i
qxr	1	G	sai	South American Indian
qxr	2	G	qwe	Quechuan (family)
qxr	3	M	que	Quechua
qxr	4	I	qxr	Cañar Highland Quichua
qxs	1	G	sit	Sino-Tibetan
qxs	2	G	tbq	Tibeto-Burman
qxs	3	I	qxs	Southern Qiang
qxt	1	G	sai	South American Indian
qxt	2	G	qwe	Quechuan (family)
qxt	3	M	que	Quechua
qxt	4	I	qxt	Santa Ana de Tusi Pasco Quechua
qxu	1	G	sai	South American Indian
qxu	2	G	qwe	Quechuan (family)
qxu	3	M	que	Quechua
qxu	4	I	qxu	Arequipa-La Unión Quechua
qxw	1	G	sai	South American Indian
qxw	2	G	qwe	Quechuan (family)
qxw	3	M	que	Quechua
qxw	4	I	qxw	Jauja Wanca Quechua
raa	1	G	sit	Sino-Tibetan
raa	2	G	tbq	Tibeto-Burman
raa	3	I	raa	Dungmali
rab	1	G	sit	Sino-Tibetan
rab	2	G	tbq	Tibeto-Burman
rab	3	I	rab	Camling
rac	1	G	paa	Papuan
rac	2	I	rac	Rasawa
rad	1	G	map	Austronesian
rad	2	G	poz	Malayo-Polynesian
rad	3	G	pqw	Western Malayo-Polynesian
rad	4	G	cmc	Chamic
rad	5	I	rad	Rade
rae	1	G	map	Austronesian
rae	2	I	rae	Ranau
raf	1	G	sit	Sino-Tibetan
raf	2	G	tbq	Tibeto-Burman
raf	3	I	raf	Western Meohang
rag	1	G	nic	Niger-Kordofanian
rag	2	G	alv	Atlantic-Congo
rag	3	G	bnt	Bantu
rag	4	I	rag	Logooli
rah	1	G	sit	Sino-Tibetan
rah	2	G	tbq	Tibeto-Burman
rah	3	I	rah	Rabha
rai	1	G	map	Austronesian
rai	2	G	poz	Malayo-Polynesian
rai	3	G	pqe	Eastern Malayo-Polynesian
rai	4	I	rai	Ramoaaina
rak	1	G	map	Austronesian
rak	2	G	poz	Malayo-Polynesian
rak	3	G	pqe	Eastern Malayo-Polynesian
rak	4	I	rak	Tulu-Bohuai
ral	1	G	sit	Sino-Tibetan
ral	2	G	tbq	Tibeto-Burman
ral	3	I	ral	Ralte
ram	1	G	sai	South American Indian
ram	2	I	ram	Canela
ran	1	G	paa	Papuan
ran	2	G	ngf	Trans-New Guinea
ran	3	I	ran	Riantana
rao	1	G	paa	Papuan
rao	2	I	rao	Rao
raq	1	G	sit	Sino-Tibetan
raq	2	G	tbq	Tibeto-Burman
raq	3	I	raq	Saam
ras	1	G	nic	Niger-Kordofanian
ras	2	I	ras	Tegali
rat	1	G	ine	Indo-European
rat	2	G	iir	Indo-Iranian
rat	3	G	ira	Iranian
rat	4	I	rat	Razajerdi
rau	1	G	sit	Sino-Tibetan
rau	2	G	tbq	Tibeto-Burman
rau	3	I	rau	Raute
rav	1	G	sit	Sino-Tibetan
rav	2	G	tbq	Tibeto-Burman
rav	3	I	rav	Sampang
raw	1	G	sit	Sino-Tibetan
raw	2	G	tbq	Tibeto-Burman
raw	3	I	raw	Rawang
rax	1	G	nic	Niger-Kordofanian
rax	2	G	alv	Atlantic-Congo
rax	3	I	rax	Rang
ray	1	G	map	Austronesian
ray	2	G	poz	Malayo-Polynesian
ray	3	G	pqe	Eastern Malayo-Polynesian
ray	4	I	ray	Rapa
raz	1	G	map	Austronesian
raz	2	I	raz	Rahambuu
rbb	1	G	aav	Austro-Asiatic
rbb	2	G	mkh	Mon-Khmer
rbb	3	I	rbb	Rumai Palaung
rbl	1	G	map	Austronesian
rbl	2	G	poz	Malayo-Polynesian
rbl	3	G	pqw	Western Malayo-Polynesian
rbl	4	G	phi	Philippine
rbl	5	M	bik	Bikol
rbl	6	I	rbl	Miraya Bikol
rcf	1	G	crp	Creoles and pidgins
rcf	2	G	cpf	Creoles and pidgins, Frenchâ€‘based
rcf	3	I	rcf	Réunion Creole French
rdb	1	G	ine	Indo-European
rdb	2	G	iir	Indo-Iranian
rdb	3	G	ira	Iranian
rdb	4	I	rdb	Rudbari
rea	1	G	paa	Papuan
rea	2	G	ngf	Trans-New Guinea
rea	3	I	rea	Rerau
reb	1	G	map	Austronesian
reb	2	G	poz	Malayo-Polynesian
reb	3	G	plf	Central Malayo-Polynesian
reb	4	I	reb	Rembong
ree	1	G	map	Austronesian
ree	2	I	ree	Rejang Kayan
reg	1	G	nic	Niger-Kordofanian
reg	2	G	alv	Atlantic-Congo
reg	3	G	bnt	Bantu
reg	4	I	reg	Kara (Tanzania)
rei	1	G	ine	Indo-European
rei	2	G	iir	Indo-Iranian
rei	3	G	inc	Indic
rei	4	I	rei	Reli
rej	1	G	map	Austronesian
rej	2	I	rej	Rejang
rel	1	G	afa	Afro-Asiatic
rel	2	G	cus	Cushitic
rel	3	I	rel	Rendille
rem	1	G	sai	South American Indian
rem	2	I	rem	Remo
ren	1	G	aav	Austro-Asiatic
ren	2	G	mkh	Mon-Khmer
ren	3	I	ren	Rengao
res	1	G	nic	Niger-Kordofanian
res	2	G	alv	Atlantic-Congo
res	3	I	res	Reshe
ret	1	G	paa	Papuan
ret	2	G	ngf	Trans-New Guinea
ret	3	I	ret	Retta
rey	1	G	sai	South American Indian
rey	2	I	rey	Reyesano
rga	1	G	map	Austronesian
rga	2	G	poz	Malayo-Polynesian
rga	3	G	pqe	Eastern Malayo-Polynesian
rga	4	I	rga	Roria
rge	1	G	ine	Indo-European
rge	2	I	rge	Romano-Greek
rgk	1	G	sit	Sino-Tibetan
rgk	2	G	tbq	Tibeto-Burman
rgk	3	I	rgk	Rangkas
rgn	1	G	ine	Indo-European
rgn	2	G	itc	Italic
rgn	3	G	roa	Romance
rgn	4	I	rgn	Romagnol
rgr	1	G	sai	South American Indian
rgr	2	I	rgr	Resígaro
rgs	1	G	map	Austronesian
rgs	2	G	poz	Malayo-Polynesian
rgs	3	G	pqw	Western Malayo-Polynesian
rgs	4	G	cmc	Chamic
rgs	5	I	rgs	Southern Roglai
rgu	1	G	map	Austronesian
rgu	2	G	poz	Malayo-Polynesian
rgu	3	G	plf	Central Malayo-Polynesian
rgu	4	I	rgu	Ringgou
rhg	1	G	ine	Indo-European
rhg	2	G	iir	Indo-Iranian
rhg	3	G	inc	Indic
rhg	4	I	rhg	Rohingya
rhp	1	G	paa	Papuan
rhp	2	I	rhp	Yahang
ria	1	G	sit	Sino-Tibetan
ria	2	G	tbq	Tibeto-Burman
ria	3	I	ria	Riang (India)
rie	1	G	tai	Tai
rie	2	I	rie	Rien
rif	1	G	afa	Afro-Asiatic
rif	2	G	ber	Berber
rif	3	I	rif	Tarifit
ril	1	G	aav	Austro-Asiatic
ril	2	G	mkh	Mon-Khmer
ril	3	I	ril	Riang (Myanmar)
rim	1	G	nic	Niger-Kordofanian
rim	2	G	alv	Atlantic-Congo
rim	3	G	bnt	Bantu
rim	4	I	rim	Nyaturu
rin	1	G	nic	Niger-Kordofanian
rin	2	G	alv	Atlantic-Congo
rin	3	I	rin	Nungu
rir	1	G	map	Austronesian
rir	2	I	rir	Ribun
rit	1	G	aus	Australian
rit	2	I	rit	Ritarungo
riu	1	G	map	Austronesian
riu	2	G	poz	Malayo-Polynesian
riu	3	G	plf	Central Malayo-Polynesian
riu	4	I	riu	Riung
rjb	1	G	ine	Indo-European
rjb	2	G	iir	Indo-Iranian
rjb	3	G	inc	Indic
rjb	4	I	rjb	Rajbanshi
rjg	1	G	map	Austronesian
rjg	2	G	poz	Malayo-Polynesian
rjg	3	G	plf	Central Malayo-Polynesian
rjg	4	I	rjg	Rajong
rji	1	G	sit	Sino-Tibetan
rji	2	G	tbq	Tibeto-Burman
rji	3	I	rji	Raji
rjs	1	G	ine	Indo-European
rjs	2	G	iir	Indo-Iranian
rjs	3	G	inc	Indic
rjs	4	I	rjs	Rajbanshi
rka	1	G	aav	Austro-Asiatic
rka	2	G	mkh	Mon-Khmer
rka	3	I	rka	Kraol
rkb	1	G	sai	South American Indian
rkb	2	I	rkb	Rikbaktsa
rkh	1	G	map	Austronesian
rkh	2	G	poz	Malayo-Polynesian
rkh	3	G	pqe	Eastern Malayo-Polynesian
rkh	4	I	rkh	Rakahanga-Manihiki
rki	1	G	sit	Sino-Tibetan
rki	2	I	rki	Rakhine
rkm	1	G	nic	Niger-Kordofanian
rkm	2	G	dmn	Mande
rkm	3	I	rkm	Marka
rkt	1	G	ine	Indo-European
rkt	2	G	iir	Indo-Iranian
rkt	3	G	inc	Indic
rkt	4	I	rkt	Rangpuri
rma	1	G	cai	Central American Indian
rma	2	I	rma	Rama
rmb	1	G	aus	Australian
rmb	2	I	rmb	Rembarunga
rmc	1	G	ine	Indo-European
rmc	2	G	iir	Indo-Iranian
rmc	3	G	inc	Indic
rmc	4	M	rom	Romany
rmc	5	I	rmc	Carpathian Romani
rmd	1	G	ine	Indo-European
rmd	2	G	gem	Germanic
rmd	3	I	rmd	Traveller Danish
rme	1	G	ine	Indo-European
rme	2	G	gem	Germanic
rme	3	I	rme	Angloromani
rmf	1	G	ine	Indo-European
rmf	2	G	iir	Indo-Iranian
rmf	3	G	inc	Indic
rmf	4	M	rom	Romany
rmf	5	I	rmf	Kalo Finnish Romani
rmg	1	G	ine	Indo-European
rmg	2	G	gem	Germanic
rmg	3	I	rmg	Traveller Norwegian
rmi	1	G	ine	Indo-European
rmi	2	I	rmi	Lomavren
rmk	1	G	paa	Papuan
rmk	2	I	rmk	Romkun
rml	1	G	ine	Indo-European
rml	2	G	iir	Indo-Iranian
rml	3	G	inc	Indic
rml	4	M	rom	Romany
rml	5	I	rml	Baltic Romani
rmm	1	G	map	Austronesian
rmm	2	G	poz	Malayo-Polynesian
rmm	3	G	plf	Central Malayo-Polynesian
rmm	4	I	rmm	Roma
rmn	1	G	ine	Indo-European
rmn	2	G	iir	Indo-Iranian
rmn	3	G	inc	Indic
rmn	4	M	rom	Romany
rmn	5	I	rmn	Balkan Romani
rmo	1	G	ine	Indo-European
rmo	2	G	iir	Indo-Iranian
rmo	3	G	inc	Indic
rmo	4	M	rom	Romany
rmo	5	I	rmo	Sinte Romani
rmp	1	G	paa	Papuan
rmp	2	G	ngf	Trans-New Guinea
rmp	3	I	rmp	Rempi
rmq	1	G	ine	Indo-European
rmq	2	G	itc	Italic
rmq	3	G	roa	Romance
rmq	4	I	rmq	Caló
rmr	1	G	ine	Indo-European
rmr	2	G	itc	Italic
rmr	3	G	roa	Romance
rmr	4	I	rmr	Caló
rms	1	G	sgn	sign languages
rms	2	I	rms	Romanian Sign Language
rmt	1	G	ine	Indo-European
rmt	2	G	iir	Indo-Iranian
rmt	3	G	inc	Indic
rmt	4	I	rmt	Domari
rmu	1	G	ine	Indo-European
rmu	2	G	gem	Germanic
rmu	3	I	rmu	Tavringer Romani
rmw	1	G	ine	Indo-European
rmw	2	G	iir	Indo-Iranian
rmw	3	G	inc	Indic
rmw	4	M	rom	Romany
rmw	5	I	rmw	Welsh Romani
rmx	1	G	aav	Austro-Asiatic
rmx	2	G	mkh	Mon-Khmer
rmx	3	I	rmx	Romam
rmy	1	G	ine	Indo-European
rmy	2	G	iir	Indo-Iranian
rmy	3	G	inc	Indic
rmy	4	M	rom	Romany
rmy	5	I	rmy	Vlax Romani
rmz	1	G	sit	Sino-Tibetan
rmz	2	I	rmz	Marma
rna	1	G	sai	South American Indian
rna	2	I	rna	Runa
rnd	1	G	nic	Niger-Kordofanian
rnd	2	G	alv	Atlantic-Congo
rnd	3	G	bnt	Bantu
rnd	4	I	rnd	Ruund
rng	1	G	nic	Niger-Kordofanian
rng	2	G	alv	Atlantic-Congo
rng	3	G	bnt	Bantu
rng	4	I	rng	Ronga
rnl	1	G	sit	Sino-Tibetan
rnl	2	G	tbq	Tibeto-Burman
rnl	3	I	rnl	Ranglong
rnn	1	G	map	Austronesian
rnn	2	G	poz	Malayo-Polynesian
rnn	3	G	pqe	Eastern Malayo-Polynesian
rnn	4	I	rnn	Roon
rnp	1	G	sit	Sino-Tibetan
rnp	2	G	tbq	Tibeto-Burman
rnp	3	I	rnp	Rongpo
rnw	1	G	nic	Niger-Kordofanian
rnw	2	G	alv	Atlantic-Congo
rnw	3	G	bnt	Bantu
rnw	4	I	rnw	Rungwa
rob	1	G	map	Austronesian
rob	2	I	rob	Tae'
roc	1	G	map	Austronesian
roc	2	G	poz	Malayo-Polynesian
roc	3	G	pqw	Western Malayo-Polynesian
roc	4	G	cmc	Chamic
roc	5	I	roc	Cacgia Roglai
rod	1	G	nic	Niger-Kordofanian
rod	2	G	alv	Atlantic-Congo
rod	3	I	rod	Rogo
roe	1	G	map	Austronesian
roe	2	G	poz	Malayo-Polynesian
roe	3	G	pqe	Eastern Malayo-Polynesian
roe	4	I	roe	Ronji
rof	1	G	nic	Niger-Kordofanian
rof	2	G	alv	Atlantic-Congo
rof	3	G	bnt	Bantu
rof	4	I	rof	Rombo
rog	1	G	map	Austronesian
rog	2	G	poz	Malayo-Polynesian
rog	3	G	pqw	Western Malayo-Polynesian
rog	4	G	cmc	Chamic
rog	5	I	rog	Northern Roglai
rol	1	G	map	Austronesian
rol	2	G	poz	Malayo-Polynesian
rol	3	G	pqw	Western Malayo-Polynesian
rol	4	G	phi	Philippine
rol	5	I	rol	Romblomanon
roo	1	G	paa	Papuan
roo	2	I	roo	Rotokas
rop	1	G	crp	Creoles and pidgins
rop	2	G	cpe	Creoles and pidgins, Englishâ€‘based
rop	3	I	rop	Kriol
ror	1	G	map	Austronesian
ror	2	G	poz	Malayo-Polynesian
ror	3	G	plf	Central Malayo-Polynesian
ror	4	I	ror	Rongga
rou	1	G	ssa	Nilo-Saharan
rou	2	I	rou	Runga
row	1	G	map	Austronesian
row	2	G	poz	Malayo-Polynesian
row	3	G	plf	Central Malayo-Polynesian
row	4	I	row	Dela-Oenale
rpn	1	G	map	Austronesian
rpn	2	G	poz	Malayo-Polynesian
rpn	3	G	pqe	Eastern Malayo-Polynesian
rpn	4	I	rpn	Repanbitip
rpt	1	G	paa	Papuan
rpt	2	G	ngf	Trans-New Guinea
rpt	3	I	rpt	Rapting
rri	1	G	map	Austronesian
rri	2	G	poz	Malayo-Polynesian
rri	3	G	pqe	Eastern Malayo-Polynesian
rri	4	I	rri	Ririo
rro	1	G	map	Austronesian
rro	2	G	poz	Malayo-Polynesian
rro	3	G	pqe	Eastern Malayo-Polynesian
rro	4	I	rro	Waima
rsb	1	G	ine	Indo-European
rsb	2	G	sla	Slavic
rsb	3	I	rsb	Romano-Serbian
rsi	1	G	sgn	sign languages
rsi	2	I	rsi	Rennellese Sign Language
rsl	1	G	sgn	sign languages
rsl	2	I	rsl	Russian Sign Language
rth	1	G	map	Austronesian
rth	2	I	rth	Ratahan
rtm	1	G	map	Austronesian
rtm	2	G	poz	Malayo-Polynesian
rtm	3	G	pqe	Eastern Malayo-Polynesian
rtm	4	I	rtm	Rotuman
rtw	1	G	ine	Indo-European
rtw	2	G	iir	Indo-Iranian
rtw	3	G	inc	Indic
rtw	4	I	rtw	Rathawi
rub	1	G	nic	Niger-Kordofanian
rub	2	G	alv	Atlantic-Congo
rub	3	G	bnt	Bantu
rub	4	I	rub	Gungu
